Dam_Name,Other_Dam_Name,State_ID,NID_ID,Num_Separate_Struct,Other_Structure_ID,Longitude,Latitude,Section,County,River,Owner_Name,Owner_Type,Private_Dam,Dam_Designer,Dam_Type,Core,Foundation,Primary_Purpose,All_Purposes,Year_Completed,Year_Modified,Dam_Length,Dam_Height,Structural_Height,Hydraulic_Height,NID_Height,Max_Discharge,Max_Storage,Normal_Storage,NID_Storage,Surface_Area,Drainage_Area,EAP,Inspection_Date,Inspection_Frequency,Spillway_Type,Spillway_Width,Outlet_Gates,Volume,Num_Locks,Length_Locks,Width_Locks,Permitting_Authority,Inspection_Authority,Enforcement_Authority,Jurisdictional_Dam,State_Reg_Dam,State_Reg_Agency,Fed_Funding,Fed_Design,Fed_Construction,Fed_Regulatory,Fed_Inspection,Fed_Operation,Fed_Owner,Fed_Other,Source_Agency,State,Submit_Date,Url_Address,Congress_Rep,Political_Party,Congress_District
SAND CANYON,,1029.002,CA00854,0,,-117.7947,33.6476,"S.14,T.6S,R.9W",ORANGE,SAND CANYON,IRVINE RANCH WATER DISTRICT,Public Utility,N,,Earth,,S,Irrigation,"Irrigation, Water Supply, Other",1912,,861,58,NA,49.5,58,4043,1290,960,1290,51,6.76,NR,40829,1,U,0,,134787,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,John Campbell (R),R,CA45
BEAR VALLEY,BIG BEAR LAKE,2015,CA00757,0,,-116.9775,34.2423,"S.22,T.2N,R.1W",SAN BERNARDINO,BEAR CREEK,BIG BEAR MUNICIPAL WATER DISTRICT,Public Utility,N,,Multi-Arch,,R,Irrigation,"Irrigation, Water Supply, Recreation",1911,,360,80,NA,80,80,2820,96000,74000,96000,2649,38.7,NR,41018,1,C,0,,4684,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Paul Cook (R),R,CA08
MENDOTA DIVERSION,MENDOTA POOL,1053,CA00886,0,,-120.3717,36.7883,"S.19,T.13S,R.15E",FRESNO,SAN JOAQUIN RIVER,CENTRAL CALIF IRR DIST,Public Utility,N,,Buttress,,S,Irrigation,"Irrigation, Water Supply",1917,,485,23,NA,17,23,NA,3000,3000,3000,1200,1640,NR,40585,1,C,0,,2417,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Jim Costa (D),D,CA16
LOWER TURNEY,,9000.261,CA10261,0,,-122.892,38.033,"S.--,T.--,R.--",MARIN,GLENBROOK CREEK,DEPT OF THE INTERIOR-NPS WR,Federal,N,,Earth,,,,,1915,,600,15,NA,NA,15,NA,NA,50,50,NA,NA,NR,,1,U,0,,NA,NA,0,NA,N,N,N,N,N,N/A,,,,,,,,,CA,CA,03\01\2013,NA,Jared Huffman (D),D,CA02
FAIRCHILD,RESERVOIR F,9126,CA10315,0,,-120.875,41.575,"S.12,T.43N,R.9E",MODOC,TR FAIR MEADOW,FOREST SERVICE,Federal,N,,Earth,,,Water Supply,Water Supply,1914,,1500,20,NA,NA,20,NA,NA,2000,2000,NA,9.1,NR,,1,U,0,,NA,NA,0,NA,N,N,N,N,N,,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
PAICINES,,1025,CA00847,0,,-121.2793,36.7229,"S.11,T.14S,R.6E",SAN BENITO,TR TRES PINOS CR,SAN BENITO CO WATER DIST,Local Government,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1912,,3200,29,NA,25,29,2200,5437,4500,5437,170,0.8,NR,40918,1,U,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Sam Farr (D),D,CA20
SHEEP SPRINGS #2 (SUNNYSIDE),,1.06,AZ00298,0,,-109.5355,34.0591,"S30,T8N,R27E",APACHE,"FISH CREEK, TRIB TO THE LITTLE COLORADO",ARIZONA GAME & FISH DEPARTMENT,State,N,,Earth,X,U,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1912,,266,13.19,NA,13.19,13.19,NA,NA,72.2,72.2,16.4,NA,NR,39245,5,U,35,,NA,NA,0,NA,Y,Y,Y,Y,Y,Arizona Department of Water Resources,,,,,,,,,AZ,AZ,02\04\2013,NA,Ann Kirkpatrick (D),D,AZ01
MASONRY #2,,3.07,AZ00095,0,,-112.3975,35.2436,"S4,T21N,R1W",COCONINO,JOHNSON CANYON,ASH FORK WATER SERVICES,Private,Y,,Masonry,C,R,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",1911,,596,48,50.5,NA,50.5,NA,247,247,247,15,29.5,Y,40823,1,U,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Arizona Department of Water Resources,,,,,,,,,AZ,AZ,02\04\2013,NA,Ann Kirkpatrick (D),D,AZ01
HARALSON,,5.23,AZ00055,0,,-109.7733,32.7827,"S34,T7S,R25E",GRAHAM,TR-GILA RIVER,CITY OF SAFFORD,Local Government,N,,Earth,E,RS,Water Supply,Water Supply,1919,,375,29,44,NA,44,430,89,73,89,7,0.01,Y,40793,1,U,68,,NA,NA,0,NA,Y,Y,Y,Y,Y,Arizona Department of Water Resources,,,,,,,,,AZ,AZ,02\04\2013,NA,Ann Kirkpatrick (D),D,AZ01
CHATSWORTH,,6.004,CA00067,0,,-118.6321,34.2277,"S.25,T.2N,R.17W",LOS ANGELES,TR LOS ANGELES R,CITY OF LOS ANGELES,Local Government,N,,Earth,,RS,Water Supply,Water Supply,1918,,2700,45,NA,35,45,5100,18486,9886,18486,607,5.4,NR,40819,1,U,0,,739304,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Brad Sherman (D),D,CA30
SAN PABLO,,31.006,CA00166,0,,-122.2597,37.9445,"S.12,T.1N,R.4W",CONTRA COSTA,SAN PABLO CREEK,EAST BAY MU DISTRICT,Public Utility,N,,Earth,,R,Water Supply,Water Supply,1920,,1250,170,NA,156.59,170,17900,57103,43193,57103,854,32.15,NR,40898,1,U,0,,2200000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,George Miller (D),D,CA11
INGALS SWAMP,DORRIS BROTHERS RES,112.004,CA00474,0,,-120.6847,41.7078,"S.27,T.45N,R.11E",MODOC,INGALS SWAMP,"DSLR, LLC",Private,Y,,Earth,,RS,Irrigation,"Irrigation, Water Supply",1918,0,2200,23,23,18.5,23,NA,3500,2850,3500,262,9,NR,40848,1,U,0,,28400,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,USDA NRCS,,USDA FS,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
STRAWBERRY,,02130-05-01,CA00388,1,,-119.9893,38.1995,"S.15,T.4N,R.18E",TUOLUMNE,SOUTH FORK STANISLAUS RIVER,PACIFIC GAS AND ELECTRIC COMPANY,Private,Y,,,,,Hydroelectric,Hydroelectric,1916,,720,143,NA,NA,143,13000,19000,18300,19000,299,NA,Y,41081,1,U,108,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
MODESTO RES,DALLAS WARNER RES,59,CA00243,0,,-120.6807,37.662,"S.20,T.3S,R.12E",STANISLAUS,TR TUOLUMNE RV,MODESTO IRRIGATION DIST,Public Utility,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1911,,1235,36,NA,31,36,NA,36600,29000,36600,3800,10,NR,40988,1,U,0,,55000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Jeff Denham (R),R,CA10
GIBRALTAR,,11,CA00138,0,,-119.6882,34.5269,"S.11,T.5N,R.27W",SANTA BARBARA,SANTA YNEZ RV,CITY OF SANTA BARBARA,Local Government,N,,Arch,,R,Water Supply,Water Supply,1920,,600,169,NA,167,169,47000,12724,9998,12724,335,214,NR,40917,1,C,0,,75000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Lois Capps (D),D,CA24
MANZANITA DIVERSION,MANZANITA LAKE,01354-05-01,CA00342,1,,-119.5145,37.244,"S.12,T.8S,R.22E",MADERA,NORTH FORK WILLOW CREEK,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,,HCZ,UZ,Hydroelectric,Hydroelectric,1917,,205,30,30,30,30,1500,168,164,168,26,61,Y,41072,1,U,29,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
HALSEY AFTERBAY,,02310-31-01,CA00348,1,,-121.0428,38.9559,"S.26,T.13N,R.8E",PLACER,DRY CREEK,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,Rockfill,,,Hydroelectric,Hydroelectric,1913,,222,40,40.2,29,40.2,2830,106,60,106,9,3.5,Y,41100,1,U,72,,6000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
COLEMAN FOREBAY,,01121-05-01,CA00392,1,,-121.1153,40.4133,"S.32,T.30N,R.2W",SHASTA,SOUTH FORK BATTLE CREEK - OS,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,Earth,,,Hydroelectric,Hydroelectric,1911,,2604,20,NA,NA,20,500,76.4,76,76.4,NA,NA,NR,40778,1,U,114,,NA,NA,0,NA,N,N,N,N,N,,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
WOODWARD,,66,CA00276,0,,-120.875,37.8646,"S.9,T.1S,R.10E",STANISLAUS,SIMMONS CREEK,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,Public Utility,N,,Earth,,R,Hydroelectric,"Irrigation, Hydroelectric, Water Supply",1918,,3100,65,NA,NA,65,900,NA,35000,35000,2427,12,NR,40949,1,U,0,,523000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Jeff Denham (R),R,CA10
GEM LAKE,,01389-02-01,CA00453,1,,-119.1414,37.7511,"S.30,T.2S,R.26E,MDM",MONO,RUSH CREEK,SOUTHERN CALIFORNIA EDISON COMPANY,Private,Y,L.R. JORGENSEN,,ICK,RK,Hydroelectric,"Hydroelectric, Recreation",1917,,688,80,80,80,80,1700,17228,17228,17228,282,21.6,Y,41135,1,U,65,,20600,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Paul Cook (R),R,CA08
LOS VERJELS,MILDRED LAKE,334,CA00548,0,,-121.2837,39.3693,"S.34,T.18N,R.6E",YUBA,DRY CREEK,"MHC TT, INC.",Private,N,,Multi-Arch,,R,Irrigation,"Irrigation, Water Supply",1915,,310,56,NA,52,56,2400,1830,1530,1830,80,49,NR,40984,1,C,0,,1364,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,John Garamendi (D),D,CA03
HORSE LAKE,,245,CA00521,0,,-120.389,40.6805,"S.34,T.33N,R.14E",LASSEN,SNOWSTORM CREEK,SNOW STORM RANCH,Private,N,,Earth,,S,Recreation,"Water Supply, Recreation",1912,,1200,12,NA,6.5,12,3395,243,75,243,34,16.65,NR,40658,1,U,0,,4000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
ANDERSON COTTONWOOD,"REDDING, LAKE",51,CA00226,0,,-122.3943,40.5921,"S.35,T.32N,R.5W",SHASTA,SACRAMENTO REVER,ANDERSON COTTONWOOD ID,Public Utility,N,,Buttress,,R,Irrigation,Irrigation,1917,,455,24,NA,15,24,73500,1240,1240,1240,190,6860,NR,41060,1,C,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
BIG DOBE SOUTH,THOMAS,129.002,CA00468,0,,-120.5655,41.6248,"S.26,T.44N,R.12E",MODOC,TR RATTLESNAKE CR,RONALD SCHLUTER,Private,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1912,,2640,11,NA,8,11,1600,6060,3860,6060,800,28,NR,41039,1,U,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
HALSEY FOREBAY NO. 1,,02310-30-01,CA00352,2,,-121.0363,38.9716,"S.13,24,T.13N,R.8E",PLACER,DRY CREEK,PACIFIC GAS AND ELECTRIC COMPANY,Private,Y,,Earth,,,Hydroelectric,Hydroelectric,1913,,850,42,42,36.5,42,1200,244,244,244,18,NA,Y,41100,1,U,40,,40000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
FREDONIA,,249.002,CA00523,0,,-120.5338,40.699,"S.20,T.33N,R.13E",LASSEN,TR PINE CREEK,"MAPES RANCH, INC",Private,N,,Earth,,R,Irrigation,"Irrigation, Water Supply",1914,,180,27,NA,23.8,27,1200,334,300,334,20,2,NR,41107,1,U,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
PLUM CANYON,PORTER RESERVOIR,139,CA00473,0,,-120.3797,41.4416,"S.32,T.42N,R.14E",MODOC,PLUM CREEK,WARREN WEBER ET AL,Private,N,,Earth,,R,Irrigation,"Irrigation, Water Supply",1913,0,270,26,NA,22,26,510,354,184,354,30,0.26,NR,40864,1,U,0,,3000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,USDA NRCS,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
HAIWEE,,6.024,CA00082,0,,-117.9531,36.1376,"S.2,T.21S,R.37E",INYO,ROSE VALLEY,CITY OF LOS ANGELES,Local Government,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1913,,1555,81,NA,49,81,1180,57900,46600,57900,660,89,NR,40862,1,U,0,,988665,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Paul Cook (R),R,CA08
JANES FLAT,,9131,CA00464,0,,-120.767,41.883,"S.25,T.47N,R.10E",MODOC,MOSQUITO CREEK,FOREST SERVICE,Federal,N,,Earth,,,Irrigation,"Irrigation, Water Supply",1918,,785,22,NA,15.4,22,5550,2017,1457,2017,155,9,NR,,1,U,0,,9180,NA,0,NA,N,N,N,N,N,,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
SAVAGE,LOWER OTAY RESERVOIR,8.004,CA00109,0,,-116.9274,32.6094,"S.18,T.18S,R.1E",SAN DIEGO,OTAY RIVER,CITY OF SAN DIEGO,Local Government,N,,Gravity,,R,Water Supply,Water Supply,1919,,750,149,NA,144,149,49400,63180,49510,63180,1110,101.2,NR,40822,1,C,0,,83000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Juan Vargas (D),D,CA51
CUMMINGS RESERVOIR NO 1,LOWER CUMMINGS,148,CA00479,0,,-120.649,41.5137,"S.1,T.42N,R.11E",MODOC,WFK ROCK CREEK,LOREN CRABTREE,Private,N,,Earth,,R,Irrigation,"Irrigation, Water Supply",1912,,1300,11,NA,7.2,11,7440,650,400,650,80,6,NR,40847,1,U,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
LAKE ALOHA MAIN,MEDLEY LAKES MAIN,00184-04-01,CA00376,12,,-120.1368,38.8599,"S24.25,T.12N,R.16E",EL DORADO,SOUTH FORK AMERICAN RIVER,EL DORADO IRRIGATION DISTRICT,Private,Y,,Masonry,,,Hydroelectric,"Irrigation, Hydroelectric",1917,,113,33,33.29,20.3,33.29,NA,5063,5063,5063,630,3.4,Y,41135,1,N,0,,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
KERCKHOFF,,00096-01-01,CA00340,1,,-119.5274,37.1284,"S.24,T.9S,R.22E","FRESNO, MADERA",SAN JOAQUIN RIVER,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,,HCZ,UZ,Hydroelectric,"Hydroelectric, Recreation",1920,,507,114,106,86,114,75000,4252,4250,4252,160,1461,NR,40337,2,C,280,T14;,NA,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
PUTTS LAKE,,311.004,CA00540,0,,-120.6846,39.2879,"S.36,T.17N,R.11E",PLACER,BLUE CANYON CR,WALTER M SAUNDERS TRUST,Private,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1916,,1025,19,NA,16,19,216,388,249,388,34,0.14,NR,40764,1,C,0,,8647,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
TURLOCK LAKE,,68.003,CA00279,0,,-120.5944,37.6117,"S.1,T.4S,R.12E",STANISLAUS,TR TUOLUMNE RV,TURLOCK IRRIGATION DISTRICT,Public Utility,N,,Earth,,S,Hydroelectric,"Hydroelectric, Water Supply",1915,,196,36,NA,36,36,2300,59000,45600,59000,3260,10.4,NR,40483,1,U,0,,92700,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Jeff Denham (R),R,CA10
RODDEN LAKE,,62.003,CA00262,0,,-120.7653,37.818,"S.28,T.1S,R.11E",STANISLAUS,LESNINI CREEK,OAKDALE IRRIGATION DISTRICT,Public Utility,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1916,,320,40,NA,30.19,40,800,730,380,730,44,1.36,NR,40786,1,C,0,,10655,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Jeff Denham (R),R,CA10
AGNEW LAKE,,01389-03-01,CA00454,1,,-119.1317,37.7582,"S.20,T.2S,R.26E,MDM",MONO,RUSH CREEK,SOUTHERN CALIFORNIA EDISON COMPANY,Private,Y,,,ICK,RK,Hydroelectric,"Hydroelectric, Recreation",1916,,278,30,30,NA,30,1600,810,810,810,40,23,Y,41135,1,U,77,,713,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Paul Cook (R),R,CA08
GOODWIN,,62,CA00260,0,,-120.6303,37.8632,"S.10,T.1S,R.12E",CALAVERAS,STANISLAUS RV,TRI-DAM PROJECT,Public Utility,N,,Multi-Arch,,R,Irrigation,"Irrigation, Water Supply",1912,,460,101,NA,81.09,101,149440,1893,500,1893,70,996.5,Y,40786,1,U,0,,11178,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Tom McClintock (R),R,CA04
PINE GROVE,,2003,CA00541,0,,-121.129,39.319,"S.19,T.17N,R.8E",NEVADA,L SHADY CREEK,SAN JUAN RIDGE CO WD,Public Utility,N,,Earth,,S,Water Supply,Water Supply,1911,,610,42,NA,35.5,42,610,324,155,324,9,0.5,NR,41038,1,U,0,,130000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
UPPER FRANKLIN DAM,,9000.343,CA00085,0,,-118.425,34.0916,,LOS ANGELES,,DOI NPS,Federal,N,,Earth,,,Flood Control,"Flood Control, Water Supply, Fish and Wildlife Pond",1915,1983,260,40,NA,NA,40,192,150,NA,150,NA,NA,N,38925,0,C,0,,NA,NA,0,NA,N,N,N,N,N,N/A,DOI NPS,,,DOI NPS,DOI BR,DOI NPS,DOI NPS,,DOI NPS,CA,02\27\2013,NA,Henry A. Waxman (D),D,CA33
WHITE,,1129.002,CA00482,0,,-120.7809,41.3747,"S.23,T.41N,R.10E",MODOC,TR PIT RIVER,RICHARD JENNINGS,Private,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1918,,400,16,NA,13.19,16,164,410,290,410,55,1.36,NR,41038,1,U,0,,3000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
ALPINE,,33,CA00204,0,,-122.6387,37.9407,"S.16,T.1N,R.7W",MARIN,LAGUNITAS CREEK,MARIN MUN WATER DISTRICT,Public Utility,N,,Gravity,,R,Water Supply,Water Supply,1917,,524,143,NA,135,143,9770,10550,8892,10550,224,10.2,NR,40988,1,U,0,,59368,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Jared Huffman (D),D,CA02
ROCK CREEK,,02310-32-01,CA00368,3,,-121.0903,38.9472,"S.28,33,T.13N,R.8E",PLACER,ROCK CREEK,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,,,,Hydroelectric,Hydroelectric,1913,,1020,36,36,33,36,2320,415,415,415,55,1771,Y,41101,1,U,271,,4000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
LOWER SAN FERNANDO,LOWER VAN NORMAN L,6.015,CA00076,0,,-118.4812,34.2853,"S.5,T.2N,R.15W",LOS ANGELES,SAN FERNANDO CR,CITY OF LOS ANGELES,Local Government,N,,Earth,,,Water Supply,Water Supply,1918,,1840,125,NA,115,125,5000,12000,10000,12000,220,13.3,NR,40814,1,U,0,,2826986,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Brad Sherman (D),D,CA30
GRIZZLY CREEK,GRIZZLY ICE POND,285,CA00532,0,,-120.4298,39.8379,"S.20,T.23N,R.14E",PLUMAS,BIG GRIZZLY CR,JARED STEIN,Private,N,,Gravity,,R,Irrigation,"Irrigation, Water Supply, Recreation",1915,,163,39,NA,34,39,2490,195,140,195,11,50.5,NR,40413,1,U,0,,1716,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
ENQUIST,,158,CA00486,0,,-120.5379,41.9068,"S.24,T.47N,R.12E",MODOC,TR OLIVERS CAN,SPENCER MURFEY,Private,N,,Earth,,S,Irrigation,"Irrigation, Water Supply",1919,,475,12,NA,9.19,12,320,465,185,465,42,2,NR,40107,1,U,0,,2150,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Doug LaMalfa (R),R,CA01
FLEMING HILL NO. 2,,14.004,CA00143,0,,-122.2426,38.1373,"S.6,T.3N,R.3W",SOLANO,TR NAPA RIVER,CITY OF VALLEJO,Local Government,N,,Earth,,R,Water Supply,Water Supply,1912,,570,38,NA,36.39,38,43,NA,33,33,2,NA,NR,40918,1,U,0,,37000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Mike Thompson (D),D,CA05
MORENA,,8.005,CA00110,0,,-116.5478,32.6859,"S.14,T.17S,R.4E",SAN DIEGO,COTTONWOOD CR,CITY OF SAN DIEGO,Local Government,N,,Rockfill,,R,Water Supply,Water Supply,1912,,550,181,NA,167,181,25000,67406,50206,67406,1475,114,NR,40868,1,U,0,,335300,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Juan Vargas (D),D,CA51
LAKE SPAULDING NO. 1,SPAULDING MAIN,02310-22-01,CA00358,3,,-120.6431,39.3271,"S.20,T.17N,R.12E",NEVADA,SOUTH YUBA RIVER,PACIFIC GAS AND ELECTRIC COMPANY,Private,N,,,,,Hydroelectric,Hydroelectric,1912,,800,276,276.5,275,276.5,NA,74773,74700,74773,698,118,Y,41150,1,N,322,,200000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Doug LaMalfa (R),R,CA01
BIG CREEK DAM NO. 4,,02175-02-01,CA00430,1,,-119.242,37.203,"S.28,T.8S,R.25E",FRESNO,BIG CREEK,SOUTHERN CALIFORNIA EDISON COMPANY,Private,Y,,,HCK,RK,Hydroelectric,Hydroelectric,1913,,287,75,NA,NA,75,11000,100,60,100,4,107.1,Y,41072,1,U,187,,6940,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
MURRAY,,8.012,CA00116,0,,-117.0468,32.7823,"S.13,T.16S,R.2W",SAN DIEGO,CHAPARRAL,CITY OF SAN DIEGO,Local Government,N,,Multi-Arch,,R,Irrigation,"Irrigation, Water Supply",1918,,870,110,NA,104,110,2025,5928,4818,5928,200,3.6,NR,40809,1,U,0,,8224,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Susan A. Davis (D),D,CA53
LAKE ELEANOR,,9.002,CA00121,0,,-119.8818,37.9739,"S.3,T.1N,R.19E",TUOLUMNE,ELEANOR CREEK,SAN FRANCISCO PUBLIC UTILITES COMMISSION,Local Government,N,,Multi-Arch,,R,Hydroelectric,"Hydroelectric, Water Supply",1918,,1260,61,NA,61,61,4162,28600,28600,28600,953,80.4,NR,41018,1,C,0,,11640,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,,,,,,CA,CA,03\01\2013,NA,Tom McClintock (R),R,CA04
BIG CREEK DAM NO. 1,HUNTINGTON LAKE NO. 1,02175-01-01,CA00434,4,,-119.2213,37.2286,"S.14,T.8S,R.25E,MDM",FRESNO,BIG CREEK,SOUTHERN CALIFORNIA EDISON COMPANY,Private,Y,,,HCK,RK,Hydroelectric,"Hydroelectric, Recreation",1917,,1335,170,NA,170,170,19100,89800,89166,89800,1435,80.5,Y,41072,1,C,110,S15;,117000,NA,0,NA,Y,Y,Y,Y,Y,Division of Safety of Dams,,,,FERC,FERC,,,,FERC,CA,02\28\2013,NA,Tom McClintock (R),R,CA04
THEODORE ROOSEVELT,,,AZ10317,0,,-111.1615,33.6715,,"MARICOPA, GILA",SALT RIVER,DOI BR,Federal,N,,,A,RK,Hydroelectric,"Irrigation, Hydroelectric, Recreation",1911,,1208,357,357,229,357,150000,3432408,1653043,3432408,21493,5736,Y,40723,1,C,302,,355800,NA,0,NA,N,N,N,N,N,,DOI BR,,,USDA FS,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,AZ,03\01\2013,NA,Paul A. Gosar (R),R,AZ04
